[ 2025-12-06 02:31:40,060 ] - 15 root - INFO - Initiate the Data Ingestion
[ 2025-12-06 02:32:04,519 ] - 60 root - INFO - Performing Train Test Split on dataset
[ 2025-12-06 02:32:04,519 ] - 62 root - INFO - Excited split_data as train test split
[ 2025-12-06 02:32:04,519 ] - 67 root - INFO - Export tain and test file path
[ 2025-12-06 02:32:04,561 ] - 72 root - INFO - Exporting train and test path
[ 2025-12-06 02:32:04,561 ] - 19 root - INFO - Data Ingestion Completed
[ 2025-12-06 02:32:04,561 ] - 23 root - INFO - Data Validation has started
[ 2025-12-06 02:32:04,644 ] - 32 root - INFO - Required number of columns 2
[ 2025-12-06 02:32:04,644 ] - 33 root - INFO - DataFrame has columns 31
[ 2025-12-06 02:32:04,644 ] - 32 root - INFO - Required number of columns 2
[ 2025-12-06 02:32:04,644 ] - 33 root - INFO - DataFrame has columns 31
