[ 2025-12-07 14:02:57,346 ] - 18 root - INFO - Initiate the Data Ingestion
[ 2025-12-07 14:03:22,644 ] - 60 root - INFO - Performing Train Test Split on dataset
[ 2025-12-07 14:03:22,644 ] - 62 root - INFO - Excited split_data as train test split
[ 2025-12-07 14:03:22,644 ] - 67 root - INFO - Export tain and test file path
[ 2025-12-07 14:03:22,685 ] - 72 root - INFO - Exporting train and test path
[ 2025-12-07 14:03:22,685 ] - 22 root - INFO - Data Ingestion Completed
[ 2025-12-07 14:03:22,698 ] - 26 root - INFO - Data Validation has started
[ 2025-12-07 14:03:22,764 ] - 32 root - INFO - Required number of columns 2
[ 2025-12-07 14:03:22,765 ] - 33 root - INFO - DataFrame has columns 31
[ 2025-12-07 14:03:22,766 ] - 32 root - INFO - Required number of columns 2
[ 2025-12-07 14:03:22,766 ] - 33 root - INFO - DataFrame has columns 31
[ 2025-12-07 14:03:22,858 ] - 28 root - INFO - Data Validation Completed
[ 2025-12-07 14:03:22,858 ] - 30 root - INFO - Data Transformation Started
[ 2025-12-07 14:03:22,858 ] - 61 root - INFO - Inititae data transformation
[ 2025-12-07 14:03:22,858 ] - 63 root - INFO - Starting data transformation
[ 2025-12-07 14:03:22,949 ] - 45 root - INFO - get_data_transformer_object method of transformation class
[ 2025-12-07 14:03:22,949 ] - 50 root - INFO - Initialize KNN iwth these params {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-12-07 14:03:22,969 ] - 44 root - INFO - Object is going to be transfered in the folder
[ 2025-12-07 14:03:22,972 ] - 51 root - INFO - Object have been successfully been saved
[ 2025-12-07 14:03:22,973 ] - 35 root - INFO - Data Transformation ended
[ 2025-12-07 14:03:22,973 ] - 39 root - INFO - Data Training Started
