[ 2025-12-07 14:23:44,274 ] - 18 root - INFO - Initiate the Data Ingestion
[ 2025-12-07 14:23:59,297 ] - 60 root - INFO - Performing Train Test Split on dataset
[ 2025-12-07 14:23:59,297 ] - 62 root - INFO - Excited split_data as train test split
[ 2025-12-07 14:23:59,297 ] - 67 root - INFO - Export tain and test file path
[ 2025-12-07 14:23:59,331 ] - 72 root - INFO - Exporting train and test path
[ 2025-12-07 14:23:59,331 ] - 22 root - INFO - Data Ingestion Completed
[ 2025-12-07 14:23:59,336 ] - 26 root - INFO - Data Validation has started
[ 2025-12-07 14:23:59,417 ] - 32 root - INFO - Required number of columns 2
[ 2025-12-07 14:23:59,417 ] - 33 root - INFO - DataFrame has columns 31
[ 2025-12-07 14:23:59,419 ] - 32 root - INFO - Required number of columns 2
[ 2025-12-07 14:23:59,419 ] - 33 root - INFO - DataFrame has columns 31
[ 2025-12-07 14:23:59,515 ] - 28 root - INFO - Data Validation Completed
[ 2025-12-07 14:23:59,515 ] - 30 root - INFO - Data Transformation Started
[ 2025-12-07 14:23:59,515 ] - 61 root - INFO - Inititae data transformation
[ 2025-12-07 14:23:59,515 ] - 63 root - INFO - Starting data transformation
[ 2025-12-07 14:23:59,600 ] - 45 root - INFO - get_data_transformer_object method of transformation class
[ 2025-12-07 14:23:59,600 ] - 50 root - INFO - Initialize KNN iwth these params {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-12-07 14:23:59,615 ] - 44 root - INFO - Object is going to be transfered in the folder
[ 2025-12-07 14:23:59,623 ] - 51 root - INFO - Object have been successfully been saved
[ 2025-12-07 14:23:59,623 ] - 35 root - INFO - Data Transformation ended
[ 2025-12-07 14:23:59,623 ] - 39 root - INFO - Data Training Started
[ 2025-12-07 14:24:39,019 ] - 44 root - INFO - Object is going to be transfered in the folder
[ 2025-12-07 14:24:39,037 ] - 51 root - INFO - Object have been successfully been saved
[ 2025-12-07 14:24:39,037 ] - 103 root - INFO - Model Trainer Artifact: DataTrainerArtifact(train_model_file_path='Artifacts\\12_07_25_14_23_43\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationmeticArtifact(f1_score=0.9913644214162349, precision_score=0.989053314413136, recall_score=0.9936863543788187), test_metric_artifact=ClassificationmeticArtifact(f1_score=0.976390556222489, precision_score=0.9744408945686901, recall_score=0.9783480352846833))
[ 2025-12-07 14:24:39,037 ] - 44 root - INFO - Model Training Completed
