[ 2025-12-07 00:28:11,096 ] - 16 root - INFO - Initiate the Data Ingestion
[ 2025-12-07 00:28:42,505 ] - 60 root - INFO - Performing Train Test Split on dataset
[ 2025-12-07 00:28:42,505 ] - 62 root - INFO - Excited split_data as train test split
[ 2025-12-07 00:28:42,510 ] - 67 root - INFO - Export tain and test file path
[ 2025-12-07 00:28:42,553 ] - 72 root - INFO - Exporting train and test path
[ 2025-12-07 00:28:42,553 ] - 20 root - INFO - Data Ingestion Completed
[ 2025-12-07 00:28:42,560 ] - 24 root - INFO - Data Validation has started
[ 2025-12-07 00:28:42,681 ] - 32 root - INFO - Required number of columns 2
[ 2025-12-07 00:28:42,681 ] - 33 root - INFO - DataFrame has columns 31
[ 2025-12-07 00:28:42,681 ] - 32 root - INFO - Required number of columns 2
[ 2025-12-07 00:28:42,681 ] - 33 root - INFO - DataFrame has columns 31
[ 2025-12-07 00:28:42,788 ] - 26 root - INFO - Data Validation Completed
[ 2025-12-07 00:28:42,788 ] - 28 root - INFO - Data Transformation Started
[ 2025-12-07 00:28:42,788 ] - 59 root - INFO - Inititae data transformation
[ 2025-12-07 00:28:42,788 ] - 61 root - INFO - Starting data transformation
[ 2025-12-07 00:28:42,870 ] - 45 root - INFO - get_data_transformer_object method of transformation class
[ 2025-12-07 00:28:42,870 ] - 50 root - INFO - Initialize KNN iwth these params {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
