[ 2025-12-07 14:30:16,229 ] - 18 root - INFO - Initiate the Data Ingestion
[ 2025-12-07 14:30:33,294 ] - 60 root - INFO - Performing Train Test Split on dataset
[ 2025-12-07 14:30:33,294 ] - 62 root - INFO - Excited split_data as train test split
[ 2025-12-07 14:30:33,295 ] - 67 root - INFO - Export tain and test file path
[ 2025-12-07 14:30:33,333 ] - 72 root - INFO - Exporting train and test path
[ 2025-12-07 14:30:33,333 ] - 22 root - INFO - Data Ingestion Completed
[ 2025-12-07 14:30:33,336 ] - 26 root - INFO - Data Validation has started
[ 2025-12-07 14:30:33,426 ] - 32 root - INFO - Required number of columns 2
[ 2025-12-07 14:30:33,426 ] - 33 root - INFO - DataFrame has columns 31
[ 2025-12-07 14:30:33,431 ] - 32 root - INFO - Required number of columns 2
[ 2025-12-07 14:30:33,431 ] - 33 root - INFO - DataFrame has columns 31
[ 2025-12-07 14:30:33,529 ] - 28 root - INFO - Data Validation Completed
[ 2025-12-07 14:30:33,529 ] - 30 root - INFO - Data Transformation Started
[ 2025-12-07 14:30:33,529 ] - 61 root - INFO - Inititae data transformation
[ 2025-12-07 14:30:33,529 ] - 63 root - INFO - Starting data transformation
[ 2025-12-07 14:30:33,612 ] - 45 root - INFO - get_data_transformer_object method of transformation class
[ 2025-12-07 14:30:33,613 ] - 50 root - INFO - Initialize KNN iwth these params {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-12-07 14:30:33,615 ] - 44 root - INFO - Object is going to be transfered in the folder
[ 2025-12-07 14:30:33,615 ] - 51 root - INFO - Object have been successfully been saved
[ 2025-12-07 14:30:33,615 ] - 35 root - INFO - Data Transformation ended
[ 2025-12-07 14:30:33,631 ] - 39 root - INFO - Data Training Started
[ 2025-12-07 14:31:12,720 ] - 76 root - INFO - Best model name is Random Forest
[ 2025-12-07 14:31:12,835 ] - 44 root - INFO - Object is going to be transfered in the folder
[ 2025-12-07 14:31:12,848 ] - 51 root - INFO - Object have been successfully been saved
[ 2025-12-07 14:31:12,848 ] - 105 root - INFO - Model Trainer Artifact: DataTrainerArtifact(train_model_file_path='Artifacts\\12_07_25_14_30_15\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationmeticArtifact(f1_score=0.9916034395548812, precision_score=0.9891019172552977, recall_score=0.9941176470588236), test_metric_artifact=ClassificationmeticArtifact(f1_score=0.9764801297648013, precision_score=0.9717514124293786, recall_score=0.9812550937245313))
[ 2025-12-07 14:31:12,850 ] - 44 root - INFO - Model Training Completed
