[ 2025-12-06 02:33:14,051 ] - 15 root - INFO - Initiate the Data Ingestion
[ 2025-12-06 02:33:44,401 ] - 60 root - INFO - Performing Train Test Split on dataset
[ 2025-12-06 02:33:44,402 ] - 62 root - INFO - Excited split_data as train test split
[ 2025-12-06 02:33:44,402 ] - 67 root - INFO - Export tain and test file path
[ 2025-12-06 02:33:44,440 ] - 72 root - INFO - Exporting train and test path
[ 2025-12-06 02:33:44,440 ] - 19 root - INFO - Data Ingestion Completed
[ 2025-12-06 02:33:44,444 ] - 23 root - INFO - Data Validation has started
[ 2025-12-06 02:33:44,545 ] - 32 root - INFO - Required number of columns 2
[ 2025-12-06 02:33:44,545 ] - 33 root - INFO - DataFrame has columns 31
[ 2025-12-06 02:33:44,545 ] - 32 root - INFO - Required number of columns 2
[ 2025-12-06 02:33:44,545 ] - 33 root - INFO - DataFrame has columns 31
[ 2025-12-06 02:33:44,658 ] - 25 root - INFO - Data Validation Completed
